================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS
Source File : Session_Full_۲۰۲۶۰۸۲۲_۱۸۰۰۵۶.wav
Language    : fa
[00:04:10.340 --> 00:04:40.320]  موسیقی در موسیقی درسته
[00:04:40.340 --> 00:05:00.340]  موسیقی
[00:05:00.000 --> 00:05:20.000]  موسیقی
[00:05:30.000 --> 00:05:50.000]  موسیقی
[00:05:50.000 --> 00:06:10.000]  موسیقی
[00:06:10.000 --> 00:06:39.980]  موسیقی در موسیقی درسته
[00:06:40.000 --> 00:07:09.980]  موسیقی در موسیقی درسته
[00:07:10.000 --> 00:07:30.000]  موسیقی
[00:07:30.000 --> 00:07:40.000]  موسیقی
[00:08:00.000 --> 00:08:21.000]  موسیقی
[00:08:21.000 --> 00:08:23.000]  سلام
[00:08:25.000 --> 00:08:27.000]  سلام
[00:08:27.000 --> 00:08:29.000]  سلام
[00:08:31.000 --> 00:08:33.000]  سلام
[00:08:33.000 --> 00:08:37.000]  همینجور باید بگویم برای دوست داریم
[00:08:51.000 --> 00:09:19.000]  موسیقی
[00:09:21.000 --> 00:09:23.000]  برنامه ای از اینجا باید برداریم
[00:09:23.000 --> 00:09:25.000]  باید برداریم
[00:09:25.000 --> 00:09:27.000]  باید برداریم
[00:09:27.000 --> 00:09:29.000]  باید برداریم
[00:09:29.000 --> 00:09:31.000]  باید برداریم
[00:09:31.000 --> 00:09:33.000]  باید برداریم
[00:09:33.000 --> 00:09:35.000]  باید برداریم
[00:09:35.000 --> 00:09:37.000]  باید برداریم
[00:09:37.000 --> 00:09:39.000]  باید برداریم
[00:09:39.000 --> 00:09:41.000]  باید برداریم
[00:09:41.000 --> 00:09:43.000]  باید برداریم
[00:09:43.000 --> 00:09:45.000]  باید برداریم
[00:09:45.000 --> 00:09:47.000]  باید برداریم
[00:09:47.000 --> 00:09:49.000]  باید برداریم
[00:09:49.000 --> 00:09:51.000]  این مسئله تا اینجا چیز
[00:09:51.000 --> 00:09:56.600]  حالا عیت رئیس مجمع که دکتر رادبوهر و اون دو تا نوشه اینا
[00:09:56.600 --> 00:10:00.000]  ما مشکل نداریم اینا امضا کردن خب
[00:10:00.000 --> 00:10:11.000]  تو قبول سمت هم از اون هفت نفر، چهار نفر قبول سمت رو قبول کردن. فقط دو تا اصلی و یه علل بدر قبول سمت رو...
[00:10:11.000 --> 00:10:14.000]  آهان، پس اونو اونو ساشنبه اوکی نشد مگه؟
[00:10:14.000 --> 00:10:18.000]  نه، اینا باز از یک جایی دیگه باز یه داستان دیگه شروع کردن.
[00:10:18.000 --> 00:10:19.000]  هیچ، هیچ.
[00:10:19.000 --> 00:10:20.000]  آره، اینو...
[00:10:20.000 --> 00:10:21.000]  طولت.
[00:10:21.000 --> 00:10:22.000]  حالا من...
[00:10:22.000 --> 00:10:24.000]  حالا من وضعیتو موجودم دارم میگم.
[00:10:24.000 --> 00:10:28.120]  من اینجوری که خوندم اینها الان نمی بیدم درست میگم
[00:10:28.120 --> 00:10:31.200]  یعنی کسایی که قبول سمت نکنن الال بدل میاد
[00:10:31.200 --> 00:10:36.920]  جایش و ما دوباره مجمع تشکیل بدیم و جایگزین به اینا الهاخت کنیم
[00:10:36.920 --> 00:10:39.520]  خب همین دیگه الان کی جایگزین بذاریم؟
[00:10:39.520 --> 00:10:42.200]  جایگزین الان باید مجمع تشکیل داده بشه اینا
[00:10:42.200 --> 00:10:45.000]  ما دوباره باید به روزنامه آگاهی کنیم دیگه
[00:10:45.000 --> 00:10:49.220]  دقیقا دوباره باید مجموع بذاریم که دوباره ما انتخاب مدیران داریم
[00:10:49.220 --> 00:10:54.560]  و تا موقعی هم که فکر کنم همه جور بشه ما میتونیم صبت کنیم یا نه ممکن نیست
[00:10:54.560 --> 00:10:57.880]  نه دیگه نمیتونیم صبتش کنیم دیگه ما نمیتونیم ناقص صبتش کنیم
[00:10:57.880 --> 00:11:02.200]  و این مدیریت با همون حیط مدیری قبلیه دیگه فعلا بیمارسان تا تایب
[00:11:02.200 --> 00:11:03.640]  آره آره فعلا و قبلیه
[00:11:03.640 --> 00:11:05.100]  تا چه حدیران بردارن
[00:11:05.100 --> 00:11:07.780]  مثلا این زمان هست که
[00:11:07.780 --> 00:11:08.940]  نظرم
[00:11:08.940 --> 00:11:10.980]  مثلا تا مدیان بعدی مصبوب داشتن
[00:11:10.980 --> 00:11:14.340]  طبق ماده سرسی شش قانون تجارت مدیران قبلی پاور جان
[00:11:14.340 --> 00:11:16.580]  ممکنه اصلا یه سالم طول بگیشه شش مادی
[00:11:16.580 --> 00:11:19.060]  آره ولی خب بعدیشه میگه بانکاتون اوف میشه
[00:11:19.060 --> 00:11:20.260]  بانکاره
[00:11:20.260 --> 00:11:23.500]  بانک ها اصولا بر ممنون همون دو سال هستن
[00:11:23.500 --> 00:11:25.300]  بعد دو سال دیگه شکل قبول نمی کنن
[00:11:25.300 --> 00:11:27.220]  حالا پس اینو باید باشن
[00:11:27.220 --> 00:11:29.580]  ولی قانون تجارت میگه تا مدیران بعدی بیان
[00:11:35.100 --> 00:11:38.500]  اگر خیالشون راحت باشه میگه نه تمدید تمشد برو تمدید کن
[00:11:38.500 --> 00:11:40.500]  ولی بانک آشنا باشه حلش میکنه
[00:11:40.500 --> 00:11:43.700]  حالا شما در مورد این شرکت ها چقدر اطلاع دارین؟
[00:11:43.700 --> 00:11:45.700]  مثلا بازرس چقدر میتونه؟
[00:11:45.700 --> 00:11:49.700]  آیا میتونه ایاد مدیره رو اصلا کنسل کنه یا باید باید درست کنه؟
[00:11:49.700 --> 00:11:53.700]  نه بازرس خودش مصببه خودش نه انتخاب شده سهمداران
[00:11:53.700 --> 00:11:55.700]  اصلا وقتی نداره بخواد ایاد مدیره رو اول بخواد
[00:11:55.700 --> 00:11:56.980]  الان بازرس اینجا اومدی
[00:11:56.980 --> 00:11:58.420]  اید مدیره رو بازرسه
[00:11:58.420 --> 00:12:00.420]  اید مدیره رو سهامدارا تقییم میکنن
[00:12:00.420 --> 00:12:01.700]  بازرس رو سهامدارا
[00:12:01.700 --> 00:12:04.420]  یعنی این مجمعه سهامداران همه تصمیمها رو میگیرن
[00:12:04.420 --> 00:12:04.920]  آره
[00:12:04.920 --> 00:12:08.180]  حالا اگه بازرس بیاد ادعا کنه خلافی صورت شده
[00:12:08.180 --> 00:12:09.460]  تشکیل مجمع بدیم
[00:12:09.460 --> 00:12:12.680]  بعد تشکیل مجمع بده چه اتفاقی میفته؟
[00:12:12.680 --> 00:12:13.500]  اونا باز دوباره
[00:12:13.500 --> 00:12:14.000]  آم
[00:12:14.700 --> 00:12:15.200]  خب نه
[00:12:15.200 --> 00:12:18.700]  دوباره این تشکیل مجموعه دوباره این حیات مدیری قبلی نمیدن
[00:12:18.700 --> 00:12:19.700]  ببین
[00:12:19.700 --> 00:12:21.200]  اونو که از خوداشون رو نگه
[00:12:21.200 --> 00:12:22.200]  چرا؟
[00:12:22.200 --> 00:12:24.200]  اونو از خوداشون رو دوباره جلسه بزنن
[00:12:24.200 --> 00:12:27.700]  حرفشون از روز اول همینه که میگه آه دوباره جلسه برگزارتن
[00:12:27.700 --> 00:12:29.700]  آره خب دوباره اینا میتونن دوباره؟
[00:12:29.700 --> 00:12:33.700]  یعنی هلن بازرس تقاضایی دوباره جلسه به من داده؟ من میدونم
[00:12:33.700 --> 00:12:36.520]  نه نه، حیط مدیره، حیط مدیره درخواست میده
[00:12:36.520 --> 00:12:37.140]  نه بازرست
[00:12:37.140 --> 00:12:43.340]  حیط مدیره درخواست میده به روزنامه که آه روزنامه ما مثلا فلان روزجالسته داریم آگهی کن، اینه آگهی قبلیه
[00:12:43.340 --> 00:12:46.800]  آره، حیط مدیره، آنها بازرست به حیط مدیره خواسته
[00:12:46.800 --> 00:12:49.140]  بازرست از حیط مدیره خواسته که آقایی
[00:12:49.140 --> 00:12:53.440]  بازرست قبلی، باید اول خود بازرست نمیتونه درخواست بده
[00:12:53.440 --> 00:12:53.940]  ها؟
[00:12:53.940 --> 00:12:58.940]  این پنجوم صحامداران میتونن رسیدیت مودی رو درخواست کنن آگه در وقت بزنه
[00:12:58.940 --> 00:13:03.940]  بعد اگر ازهارنامه زدن و اجابت نکرد
[00:13:03.940 --> 00:13:07.940]  میاد بازرس اون یک پنجوم به بازرس درخواست میدن
[00:13:07.940 --> 00:13:09.940]  اون موقع بازرس میده آگه در وقت
[00:13:09.940 --> 00:13:11.940]  آخوا بازرس اون هم تمدید نیست مشکلتون اینه الان
[00:13:11.940 --> 00:13:14.940]  نه بازرس قبلی همون افقا نیست
[00:13:14.940 --> 00:13:17.940]  خب ساله مالی هم دیگه ساله مالی تا افقا نه
[00:13:17.940 --> 00:13:21.780]  حالا بازرس ما مشروعیت داره بازرس قبلی ما
[00:13:21.780 --> 00:13:26.940]  بازرس قبلی نمیتونه الان آگه دعوت بزنه چرا؟ چون برش دوازده تموم شده
[00:13:26.940 --> 00:13:29.180]  بازرس قبلی نمیتونه آگه دعوت بزنه
[00:13:29.180 --> 00:13:32.440]  بازرس این کافتال مالیه تا بیستونان دوازده تموم میشه
[00:13:32.440 --> 00:13:40.060]  از این روحا مگر این که بس اون موامر یک تنجام صحامداران شرکت ماده ۹۵ و ۹۶ شهرمونتجارته
[00:13:40.060 --> 00:13:44.780]  یک پنجوم صحامداران از حیات مدیره درخواست کنید که آگه دعوت بزنه
[00:13:44.780 --> 00:13:46.520]  بیس روز میگذره اگه نزد
[00:13:46.520 --> 00:13:50.160]  ده روز از بازرفت درخواست میکنید که آگه دعوت بزنن
[00:13:50.160 --> 00:13:54.660]  اگر نزد بس میاد یک پنجوم خودشون مجموعه مرگ بزار میکنن
[00:13:54.660 --> 00:13:58.700]  باید چیزی که من میدونم حیات مدیرتون اوکی هستن بر آگه دعوت زدن
[00:13:58.700 --> 00:14:05.460]  ببین الان حیات مدیره ما پیشتریشون نمیخوان مجموعه تشکیل میشه
[00:14:05.460 --> 00:14:10.660]  نه نه اینه اینکه مصوف شدن دیگه اینه مصوف شدن قبلی ها رو من منظورم اینکه
[00:14:10.660 --> 00:14:12.460]  آره قبلی های ما مشکل ندارن
[00:14:12.460 --> 00:14:16.060]  آره آره قبلی ها خوداشون رو دوباره برگزار بشه
[00:14:16.060 --> 00:14:21.960]  نه نه نه قبلی ها از خوداشون نیست قبلی ها چیزن ببینید سه تا از قبلی ها الان توی جدیدن
[00:14:21.960 --> 00:14:25.420]  خب ما سه تا ما توی جدیده
[00:14:25.420 --> 00:14:30.240]  توی جدیده سه تا باشن که با اکثریت میتونین جلسه برگزار کنید دیگه
[00:14:30.240 --> 00:14:32.300]  نه ما نمیخوایم جلسه برگزار بشیم
[00:14:32.300 --> 00:14:33.220]  نه میخواییم
[00:14:33.220 --> 00:14:37.400]  مثلا ما سه نفر ما نمیخواییم جلسه برگزار بشیم
[00:14:37.400 --> 00:14:38.800]  دو نفر میخواییم
[00:14:38.800 --> 00:14:39.920]  درسته؟
[00:14:39.920 --> 00:14:40.620]  درسته مطرح کنیم
[00:14:40.620 --> 00:14:43.440]  خلال بازرس اومده ترخواست مجمع داده
[00:14:43.440 --> 00:14:45.240]  مثلا حیات مدیری خب سه نفر
[00:14:45.240 --> 00:14:46.940]  نه نه بازرس میگم
[00:14:46.940 --> 00:14:50.180]  چون تمدید نداده خوشستن در حال حاضر نمیتونه کاری کنه
[00:14:50.180 --> 00:14:52.440]  تو زمانی که تصدیداره
[00:14:52.440 --> 00:14:54.400]  تستدیداره میتونه درخواست بده
[00:14:54.400 --> 00:14:56.380]  بازه از همکه قطور جوانی از الان
[00:14:56.380 --> 00:14:57.100]  مازه از نیست
[00:14:57.100 --> 00:14:58.980]  دیگه الان دکتر علاقی
[00:15:00.000 --> 00:15:04.000]  این شرکت که بازرس شده بود، الان مدتش تمام شده.
[00:15:04.000 --> 00:15:05.000]  آیا بازرس شده؟
[00:15:05.000 --> 00:15:07.000]  نه، نه، دیگه نمیتونی، اعتباری نداره دیگه.
[00:15:07.000 --> 00:15:09.000]  از شرکت که بازرسشه؟
[00:15:09.000 --> 00:15:15.000]  فیلن نیشه، تو بر همین چهار ماه اول سال همه شرکت ها گی میزنن دیگه، بازرس انتخاب می کنن، در خاطر همینه.
[00:15:15.000 --> 00:15:17.000]  پس الان ما بازرسش نداریم؟
[00:15:17.000 --> 00:15:19.000]  در حال حاضر بازرسش نداریم، نه.
[00:15:19.000 --> 00:15:23.000]  ایشون الان نام زدهه ما نمیتونیم بگیم شما بازرسی
[00:15:23.000 --> 00:15:25.000]  شما بازرسی نیستی که نام رو زده
[00:15:25.000 --> 00:15:26.000]  شما بازرس نیستی
[00:15:26.000 --> 00:15:28.000]  پس اون نمیتونه بازرسی
[00:15:28.000 --> 00:15:32.000]  بازرس روزنامه رسمی قبلی رو نگاه پنی میشه تا پایان سال مالی
[00:15:32.000 --> 00:15:34.000]  تا پایان سال مالی یعنی اسفنما
[00:15:34.000 --> 00:15:36.000]  سال مالی ما اسفنما
[00:15:36.000 --> 00:15:37.000]  بله دقیقا
[00:15:37.000 --> 00:15:38.000]  مرسی ممنون
[00:15:38.000 --> 00:15:40.000]  ما به خدمت این سلامت بشیم
[00:15:40.000 --> 00:15:42.000]  دولتش می کنیم ما اینها یه نیم میتونم
[00:15:42.000 --> 00:15:44.000]  من فکر کردم شاشمه اوکی شد
[00:15:44.000 --> 00:15:47.000]  آقا ما اینا اومدن یه سری حرفا رو زدن
[00:15:47.000 --> 00:15:49.000]  فکر کردم من اومدم اینا رو نوشتم
[00:15:49.000 --> 00:15:51.000]  گفتم آقا من که بردم
[00:15:51.000 --> 00:15:53.000]  من که تو ایت مدیره اتخاب شدم
[00:15:53.000 --> 00:15:55.000]  من که ویس ایت مدیره هم شدم
[00:15:55.000 --> 00:15:56.000]  درسته؟
[00:15:56.000 --> 00:15:58.000]  پس چرا بیم دستگاهی کنم تو نوشتن؟
[00:15:58.000 --> 00:16:00.000]  اینو آقای رحیمی نوشته
[00:16:00.000 --> 00:16:02.000]  اول دکتر پاشایی منوت گرفته
[00:16:02.000 --> 00:16:04.000]  دادیم به رحیمی
[00:16:04.000 --> 00:16:06.000]  با آقای قاسمی هم همه هنگ کرده
[00:16:06.000 --> 00:16:11.000]  آقای قاسمی هم گفته مثلا این گوشه بازلسشو اینجوری بنویسین درد سراتون کم میشه
[00:16:11.000 --> 00:16:12.000]  خب؟
[00:16:12.000 --> 00:16:14.000]  کم میشه برای حرکردن کاره دیگه
[00:16:14.000 --> 00:16:16.000]  بله برای محصر کار درست بوده یعنی بازلس ها
[00:16:16.000 --> 00:16:19.000]  اینا هی شپه ایجاد میکنن نه این دستگاری شده
[00:16:19.000 --> 00:16:23.000]  نه اینا حرکشون اینه که دوباره چون گفتن دوباره دوباره
[00:16:23.000 --> 00:16:26.500]  آره اینا تو ببین نتونستن رعیهاشونو چیز کنن
[00:16:26.520 --> 00:16:30.440]  آره نتونستن وردن و الان بیان دوباره برگذار بشه دوباره رعی بیاری
[00:16:30.460 --> 00:16:34.900]  اون بیانه خیانته دیگه یه انتخاباتی شده سی چهر نفر بوده اینا
[00:16:34.920 --> 00:16:38.620]  حالا درست رعیهار بد نوشته دکتر پاشایی
[00:16:38.640 --> 00:16:46.540]  و مکرو و مکرللا خودش دو ماه مهندسی کرد که کیا رو بیاره خودش رفت بیرون
[00:16:46.560 --> 00:16:47.940]  خواهد ما چی کار کنیم
[00:16:47.940 --> 00:16:51.360]  اصلا رایتونو دیدن متره شدن من این داستانو
[00:16:51.360 --> 00:16:53.580]  ها متره شدی چجوریه؟ خب من...
[00:16:53.580 --> 00:16:56.660]  آقا ماها چیکار کنید الان ما رو متهم دارن میکنن
[00:16:56.660 --> 00:16:58.660]  خودها خواسته
[00:16:58.660 --> 00:16:59.420]  تمام شده؟
[00:16:59.420 --> 00:17:00.500]  آره تمام شده
[00:17:00.500 --> 00:17:02.500]  رای دادن صحامدارا رای دادن
[00:17:02.500 --> 00:17:06.660]  رای دادن آقا تمام شده خودشونم در رایگیرینی میگن اصلا خلاف شده
[00:17:06.660 --> 00:17:09.620]  تمام جلسه باید باهم بگیر بذاری این قضیه رو حل کنید
[00:17:09.620 --> 00:17:12.740]  واقعا اصلا صحامدارو هم بگین دوباره جلسه واقعا خنده داره
[00:17:12.740 --> 00:17:15.620]  یا ما بیکار که همه هم دکتر هم بیکار که نیستن که
[00:17:15.620 --> 00:17:16.900]  واقعا بیکار که نیستن که ما بیکره
[00:17:16.900 --> 00:17:18.040]  واقعا بیکار نیستن
[00:17:18.040 --> 00:17:20.420]  حالا من امروز
[00:17:20.420 --> 00:17:23.820]  پس اگر بازرس نتونه اونا باید برن دنبال یک پنجامه
[00:17:23.820 --> 00:17:29.120]  اصلا بازرس همین جوری که نمیتونه که ماده 95 و 96 قانون تجارت رو ببینین
[00:17:29.120 --> 00:17:30.480]  کامل توضیح داده
[00:17:30.480 --> 00:17:32.480]  شما همون چه اتیبیتی هم بزنیم از تو میاد
[00:17:32.480 --> 00:17:36.040]  ماده ۹۵ و ۹۶ شما اون تجربه در رستش ۹۵ه
[00:17:36.040 --> 00:17:36.720]  باشه باشه
[00:17:36.720 --> 00:17:37.520]  آه من ماده ۹۵ه باشه
[00:17:37.520 --> 00:17:38.640]  باشه در خدمتی
[00:17:38.640 --> 00:17:40.360]  سلامت داشتی خوش برای خدا
[00:18:00.480 --> 00:18:20.480]  موسیقی
[00:18:20.480 --> 00:18:48.480]  موسیقی
[00:18:48.480 --> 00:18:50.480]  آقا فقط نزدید
[00:18:50.480 --> 00:18:52.480]  یخ زدم
[00:18:52.480 --> 00:18:55.480]  اصلا این دو شب جزو عمر نبود
[00:18:55.480 --> 00:18:58.480]  فوقلاد بخاری روشن کردی
[00:18:58.480 --> 00:19:00.480]  اصلا فوقلاد
[00:19:13.480 --> 00:19:17.480]  حاج مشتوا سلام بچه ها خوب هستن؟ دایید قربانت بشم
[00:19:18.480 --> 00:19:46.480]  موسیقی
[00:19:48.480 --> 00:19:59.480]  موسیقی
[00:20:00.000 --> 00:20:29.980]  بیمار در مطب پزشکی
[00:20:30.000 --> 00:20:32.000]  آقا خوش آنواشید
[00:20:32.000 --> 00:20:34.000]  این حرفای شما زدید؟
[00:20:34.000 --> 00:20:36.000]  خواهش که می بینید
[00:20:36.000 --> 00:20:40.000]  آره اون بوده بیشینند اونا
[00:20:40.000 --> 00:20:44.000]  آره می زد خب بقیه می آمون
[00:20:44.000 --> 00:20:46.000]  ببین اونا باز بیشه
[00:20:46.000 --> 00:20:48.000]  اونا باز بیشه
[00:20:48.000 --> 00:20:50.000]  اونا باز بیشه
[00:20:50.000 --> 00:20:52.000]  اونا باز بیشه
[00:20:52.000 --> 00:20:54.000]  اونا باز بیشه
[00:20:54.000 --> 00:20:56.000]  اونا باز بیشه
[00:20:56.000 --> 00:21:20.000]  موسیقی
[00:21:20.000 --> 00:21:40.000]  موسیقی
[00:21:40.000 --> 00:22:05.000]  موسیقی
[00:22:05.000 --> 00:22:07.000]  سلامتی
[00:22:10.000 --> 00:22:12.000]  بسرمتید
[00:22:12.000 --> 00:22:14.000]  بسرمتید
[00:22:14.000 --> 00:22:16.000]  بسرمتید
[00:22:16.000 --> 00:22:18.000]  خب این دیگه با بسرمتید
[00:22:18.000 --> 00:22:20.000]  جاییم
[00:22:20.000 --> 00:22:22.000]  جا به جا شدید دیگه
[00:22:22.000 --> 00:22:24.000]  خب خوبه خدا به شکر
[00:22:24.000 --> 00:22:26.000]  درست کنید
[00:22:26.000 --> 00:22:28.000]  نامانسی
[00:22:28.000 --> 00:22:30.000]  چرا؟
[00:22:30.000 --> 00:22:32.000]  درست کنید نامانسی
[00:22:32.000 --> 00:22:34.000]  اوکلاف درخواست و تیل و تیل و تیل
[00:22:34.000 --> 00:22:36.000]  یه امداد این منیشو میگید
[00:22:36.000 --> 00:22:38.000]  باید اون در پایین خب
[00:22:38.000 --> 00:22:40.000]  اینجا تو کلیت داری دیگه
[00:22:40.000 --> 00:23:05.000]  موسیقی
[00:23:05.000 --> 00:23:07.000]  خب اون هم مهم نیست، اون هم حل میشه
[00:23:08.000 --> 00:23:11.000]  مهم اینه که رفتی رو همه چون
[00:23:11.000 --> 00:23:13.000]  چارجون، آرگار رو سکه
[00:23:35.000 --> 00:24:04.980]  موسیقی در موسیقی
[00:24:05.000 --> 00:24:31.000]  موسیقی
[00:24:31.000 --> 00:24:31.760]  یاد ده
[00:24:31.760 --> 00:24:33.520]  خیلی
[00:24:33.520 --> 00:24:45.500]  ساعتی
[00:24:45.500 --> 00:24:48.300]  برطری ساعت ممکن
[00:24:48.300 --> 00:24:51.940]  اصلا یک کم لذت سرکونم
[00:25:00.000 --> 00:25:29.980]  موسیقی در مطب پزشکی
[00:25:30.000 --> 00:25:59.980]  موسیقی در موسیقی دیگر
[00:26:00.000 --> 00:26:29.980]  موسیقی در موسیقی
[00:26:30.000 --> 00:26:50.000]  موسیقی
[00:26:50.000 --> 00:27:20.000]  مردی را بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن ب
[00:27:20.000 --> 00:27:48.000]  موسیقی
[00:27:48.000 --> 00:28:17.980]  موسیقی در موسیقی
[00:28:18.000 --> 00:28:38.000]  موسیقی
[00:28:38.000 --> 00:29:07.980]  موسیقی در موسیقی درسته
[00:29:08.000 --> 00:29:28.000]  موسیقی
[00:29:38.000 --> 00:30:00.000]  موسیقی
[00:30:00.000 --> 00:30:10.000]  موسیقی
[00:30:30.000 --> 00:30:55.400]  بفهمه
[00:30:55.400 --> 00:30:56.480]  سلام
[00:30:56.480 --> 00:30:58.480]  بسیار خوب
[00:30:58.480 --> 00:31:00.480]  چی شده خانم کوکن؟
[00:31:00.480 --> 00:31:02.480]  دختر از ندید
[00:31:02.480 --> 00:31:04.480]  یک هفته درد می کنیم
[00:31:04.480 --> 00:31:06.480]  دو دفعه دکتر دارم
[00:31:06.480 --> 00:31:08.480]  یک هفته تب داره
[00:31:08.480 --> 00:31:10.480]  چی دیدی؟ دو دفعه دکتر
[00:31:10.480 --> 00:31:12.480]  دیگه؟
[00:31:12.480 --> 00:31:14.480]  خب غیر از تب چه مشکلی داره؟
[00:31:14.480 --> 00:31:16.480]  حالا تهبو برام می آرد
[00:31:16.480 --> 00:31:18.480]  سردرد
[00:31:18.480 --> 00:31:20.480]  سردرد
[00:31:20.480 --> 00:31:22.480]  بعد تهبو سردرد
[00:31:22.480 --> 00:31:24.480]  بعد اصحال اینا چی؟
[00:31:24.480 --> 00:31:26.480]  درست می کنه؟
[00:31:26.480 --> 00:31:28.480]  بیشتر پیشانی و آینا رو بگم
[00:31:28.480 --> 00:31:30.480]  صبح درت می کنی یا غروبا؟
[00:31:30.480 --> 00:31:34.480]  از پنجشنبه بعد از ظهر این سرددش بشه
[00:31:34.480 --> 00:31:36.480]  صبح بعد از ظهرش فرق نداره؟
[00:31:36.480 --> 00:31:37.480]  نه
[00:31:37.480 --> 00:31:40.480]  طبش تو یه هفتهه ولی سردد یک دو روزه
[00:31:40.480 --> 00:31:42.480]  بیا اینجا با اینجا
[00:31:42.480 --> 00:31:44.480]  طب بشین بفهم
[00:31:44.480 --> 00:31:46.480]  زیاده کم میشه؟
[00:31:46.480 --> 00:31:48.480]  آره
[00:31:50.480 --> 00:31:52.480]  دنتو باز کن
[00:31:52.480 --> 00:31:55.480]  من اینکه بیشتر مشکلی نداره
[00:31:55.480 --> 00:31:58.480]  خداونده که از اینجا باشه
[00:31:58.480 --> 00:32:00.480]  اشکال میکنم
[00:32:00.480 --> 00:32:02.480]  اینجای سرت درد میکنه؟
[00:32:02.480 --> 00:32:04.480]  میزنم اینجا
[00:32:04.480 --> 00:32:06.480]  اینجا درد میکنه یا نه؟
[00:32:06.480 --> 00:32:08.480]  الان میزنم درد میکنه نبای کن
[00:32:08.480 --> 00:32:10.480]  الان درد داره؟ نه؟
[00:32:10.480 --> 00:32:14.480]  خمه راست میشه درد میکنه؟ نه؟
[00:32:14.480 --> 00:32:15.480]  آفره
[00:32:15.480 --> 00:32:17.480]  نفس بکش
[00:32:17.480 --> 00:32:19.480]  نفس
[00:32:19.480 --> 00:32:23.480]  درد داره؟
[00:32:23.480 --> 00:32:25.480]  خب بشین
[00:32:25.480 --> 00:32:31.480]  خب از سمت بزرگ خدمتون خانم کوکن
[00:32:31.480 --> 00:32:35.480]  فاویز من داره آره بود
[00:32:35.480 --> 00:32:37.480]  خب من یک آزمایش براش می نویسم
[00:32:37.480 --> 00:32:39.480]  یه چکاب انجام بدین
[00:32:39.480 --> 00:32:41.480]  فرصت مختلف فاویز روی پستری شده چندی
[00:32:41.480 --> 00:32:43.480]  خب اون باغری خورده بود داره
[00:32:43.480 --> 00:32:45.480]  خوب داره؟
[00:32:54.480 --> 00:32:56.480]  کفتگی اندام داره؟
[00:32:57.480 --> 00:32:58.480]  نه
[00:33:08.480 --> 00:33:10.480]  کمخونی اینا که نداشته
[00:33:10.480 --> 00:33:13.540]  به خواهد اون فاویسش برش کن و اون رو بز کردم
[00:33:13.540 --> 00:33:14.960]  آه اون فاویس
