================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS
Source File : Session_Full_۲۰۲۶۰۸۰۵_۱۳۰۰۳۷.wav
Language    : fa
[00:29:58.000 --> 00:30:00.000]  باید بردن باید بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن برد
[00:30:00.000 --> 00:30:29.980]  مردی بیشتر
[00:30:30.000 --> 00:30:59.980]  مردم در اینجا
[00:31:00.000 --> 00:31:29.980]  موسیقی در موسیقی درسته
[00:31:30.000 --> 00:31:59.980]  مردم در اینجا
[00:32:00.000 --> 00:32:29.980]  موسیقی در موسیقی درسته
[00:32:30.000 --> 00:32:59.980]  موسیقی در اینجا
[00:33:00.000 --> 00:33:29.980]  موسیقی در موسیقی دیگر
[00:33:30.000 --> 00:33:59.980]  موسیقی در موسیقی درسته
[00:34:00.000 --> 00:34:29.980]  موسیقی در موسیقی درسته
[00:34:30.000 --> 00:34:59.980]  موسیقی در موسیقی درسته
[00:35:00.000 --> 00:35:29.980]  موسیقی در مطب پزشکی
[00:35:30.000 --> 00:35:59.980]  موسیقی در موسیقی درسته
[00:36:00.000 --> 00:36:29.980]  موسیقی در اینجا
[00:36:30.000 --> 00:36:59.980]  موسیقی در موسیقی درسته
[00:37:00.000 --> 00:37:29.980]  موسیقی در موسیقی درسته
[00:37:30.000 --> 00:37:59.980]  موسیقی در موسیقی درسته
[00:38:00.000 --> 00:38:29.980]  موسیقی در موسیقی درسته
[00:38:30.000 --> 00:38:59.980]  موسیقی در موسیقی دیگر
[00:39:00.000 --> 00:39:29.980]  موسیقی در موسیقی درسته
[00:39:30.000 --> 00:39:59.980]  موسیقی در موسیقی درسته
[00:40:00.000 --> 00:40:29.980]  موسیقی در مطب پزشکی
[00:40:30.000 --> 00:40:59.980]  موسیقی در اینجا
[00:41:00.000 --> 00:41:29.980]  مردم در اینجا
[00:41:30.000 --> 00:41:59.980]  مردم در اینجا
[00:42:00.000 --> 00:42:29.980]  موسیقی در موسیقی درسته
[00:42:30.000 --> 00:42:59.980]  موسیقی در موسیقی درسته
[00:43:00.000 --> 00:43:29.980]  موسیقی در موسیقی دیگر
[00:43:30.000 --> 00:43:59.980]  موسیقی در موسیقی درسته
[00:44:00.000 --> 00:44:29.980]  موسیقی در موسیقی درسته
[00:44:30.000 --> 00:44:59.980]  موسیقی در موسیقی درسته
[00:45:00.000 --> 00:45:29.980]  موسیقی در مطب پزشکی
[00:45:30.000 --> 00:45:59.980]  موسیقی در موسیقی درسته
[00:46:00.000 --> 00:46:29.980]  موسیقی در اینجا
[00:46:30.000 --> 00:46:59.980]  موسیقی در موسیقی درسته
[00:47:00.000 --> 00:47:29.980]  موسیقی در موسیقی درسته
[00:47:30.000 --> 00:47:59.980]  موسیقی در موسیقی درسته
[00:48:00.000 --> 00:48:29.980]  موسیقی در موسیقی درسته
[00:48:30.000 --> 00:48:59.980]  موسیقی در موسیقی درسته
[00:49:00.000 --> 00:49:29.980]  موسیقی در موسیقی درسته
[00:49:30.000 --> 00:49:48.000]  موسیقی
[00:49:48.000 --> 00:50:00.000]  مرد در اینجا باید بردارید.
[00:50:00.000 --> 00:50:29.980]  مردی بیشتر
[00:50:30.000 --> 00:50:59.980]  موسیقی در موسیقی درسته
[00:51:00.000 --> 00:51:29.980]  موسیقی در اینجا
[00:51:30.000 --> 00:51:59.980]  موسیقی در موسیقی درسته
[00:52:00.000 --> 00:52:29.980]  مردم در اینجا
[00:52:30.000 --> 00:52:59.980]  موسیقی در موسیقی درسته
[00:53:00.000 --> 00:53:29.980]  مردم در اینجا
[00:53:30.000 --> 00:53:59.980]  موسیقی در موسیقی دیگر
[00:54:00.000 --> 00:54:29.980]  موسیقی در موسیقی درسته
[00:54:30.000 --> 00:54:59.980]  موسیقی در موسیقی درسته
[00:55:00.000 --> 00:55:29.980]  موسیقی در مطب پزشکی
[00:55:30.000 --> 00:55:59.980]  موسیقی در موسیقی درسته
[00:56:00.000 --> 00:56:29.980]  موسیقی در موسیقی درسته
[00:56:30.000 --> 00:56:59.980]  موسیقی در موسیقی درسته
[00:57:00.000 --> 00:57:29.980]  موسیقی در موسیقی درسته
[00:57:30.000 --> 00:57:59.980]  موسیقی در موسیقی درسته
[00:58:00.000 --> 00:58:29.980]  موسیقی در موسیقی درسته
[00:58:30.000 --> 00:58:59.980]  موسیقی در موسیقی درسته
[00:59:00.000 --> 00:59:26.000]  موسیقی
[00:59:30.000 --> 00:59:59.980]  موسیقی در موسیقی درسته
[01:00:00.000 --> 01:00:29.980]  موسیقی در مطب پزشکی
[01:00:30.000 --> 01:00:59.980]  موسیقی در موسیقی درسته
[01:01:00.000 --> 01:01:29.980]  موسیقی در موسیقی درسته
[01:01:30.000 --> 01:01:59.980]  موسیقی در موسیقی درسته
[01:02:00.000 --> 01:02:29.980]  موسیقی در موسیقی درسته
[01:02:30.000 --> 01:02:59.980]  موسیقی در موسیقی درسته
[01:03:00.000 --> 01:03:29.980]  موسیقی در اینجا
[01:03:30.000 --> 01:03:59.980]  مردم در اینجا
[01:04:00.000 --> 01:04:29.980]  موسیقی در موسیقی درسته
[01:04:30.000 --> 01:04:59.980]  موسیقی در موسیقی درسته
[01:05:00.000 --> 01:05:29.980]  موسیقی در مطب پزشکی
[01:05:30.000 --> 01:05:59.980]  موسیقی در موسیقی درسته
[01:06:00.000 --> 01:06:29.980]  موسیقی در موسیقی درسته
[01:06:30.000 --> 01:06:59.980]  موسیقی در موسیقی درسته
[01:07:00.000 --> 01:07:29.980]  موسیقی در موسیقی درسته
[01:07:30.000 --> 01:07:40.000]  موسیقی
[01:08:00.000 --> 01:08:29.980]  موسیقی در موسیقی درسته
[01:08:30.000 --> 01:08:59.980]  موسیقی در موسیقی دیگر
[01:09:00.000 --> 01:09:29.980]  موسیقی در موسیقی درسته
[01:09:30.000 --> 01:09:59.980]  موسیقی در موسیقی درسته
[01:10:00.000 --> 01:10:29.980]  موسیقی در مطب پزشکی
[01:10:30.000 --> 01:10:59.980]  موسیقی در موسیقی درسته
[01:11:00.000 --> 01:11:20.000]  موسیقی
[01:11:30.000 --> 01:11:32.000]  موسیقی
[01:12:00.000 --> 01:12:10.000]  موسیقی
[01:12:30.000 --> 01:12:52.000]  موسیقی
[01:12:52.000 --> 01:13:22.000]  اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا برد
[01:13:22.000 --> 01:13:24.000]  باید بردارید
[01:13:24.000 --> 01:13:26.000]  باید بردارید
[01:13:26.000 --> 01:13:28.000]  باید بردارید
[01:13:28.000 --> 01:13:30.000]  باید بردارید
[01:13:30.000 --> 01:13:32.000]  باید بردارید
[01:13:32.000 --> 01:13:34.000]  باید بردارید
[01:13:34.000 --> 01:13:36.000]  باید بردارید
[01:13:36.000 --> 01:13:38.000]  باید بردارید
[01:13:38.000 --> 01:13:40.000]  باید بردارید
[01:13:40.000 --> 01:13:42.000]  باید بردارید
[01:13:42.000 --> 01:13:44.000]  باید بردارید
[01:13:44.000 --> 01:13:46.000]  باید بردارید
[01:13:46.000 --> 01:13:48.000]  باید بردارید
[01:13:48.000 --> 01:13:50.000]  باید بردارید
[01:13:50.000 --> 01:14:18.000]  موسیقی
[01:14:20.000 --> 01:14:50.000]  باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید بای
[01:14:50.000 --> 01:15:00.000]  موسیقی
[01:15:00.000 --> 01:15:10.000]  موسیقی
[01:15:30.000 --> 01:15:32.000]  دوستنم نداشت
[01:15:32.000 --> 01:15:34.000]  مشکل فرق همین
[01:15:34.000 --> 01:15:36.000]  دوستنم نداشت
[01:15:51.000 --> 01:15:53.000]  نجای بد باشدی
[01:15:53.000 --> 01:15:55.000]  نجای باشدی
[01:15:55.000 --> 01:15:57.000]  خوشی بابا تو دارم
[01:15:57.000 --> 01:16:26.980]  موسیقی در موسیقی
[01:16:27.000 --> 01:16:47.000]  موسیقی
[01:16:47.000 --> 01:17:01.000]  موسیقی
[01:17:17.000 --> 01:17:35.000]  موسیقی
[01:17:35.000 --> 01:18:05.000]  موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی در موسیقی د
[01:18:05.000 --> 01:18:34.980]  موسیقی در موسیقی
[01:18:35.000 --> 01:18:41.000]  موسیقی
[01:19:05.000 --> 01:19:15.000]  موسیقی
[01:19:35.000 --> 01:20:00.000]  موسیقی
[01:20:00.000 --> 01:20:26.000]  موسیقی
[01:20:26.000 --> 01:20:33.220]  سر بلن کن ماغ من شو ورده ایرت کنه
[01:20:33.220 --> 01:20:42.420]  عاشقم من پیش مردم دسته ایرت کنه
[01:20:42.420 --> 01:20:50.760]  سر بلن کن ماغ من شو ورده ایرت کنه
[01:20:50.760 --> 01:20:52.760]  موسیقی
[01:21:20.760 --> 01:21:37.760]  موسیقی
[01:21:50.760 --> 01:22:00.760]  موسیقی
[01:22:20.760 --> 01:22:40.760]  موسیقی
[01:22:50.760 --> 01:23:10.760]  موسیقی
[01:23:20.760 --> 01:23:50.740]  موسیقی در موسیقی درسته
[01:23:50.760 --> 01:24:20.740]  موسیقی در موسیقی درسته
[01:24:20.760 --> 01:24:42.760]  موسیقی
[01:24:50.760 --> 01:24:59.760]  موسیقی
[01:25:00.000 --> 01:25:29.980]  موسیقی در مطب پزشکی
[01:25:30.000 --> 01:25:33.080]  امشب میخوام مست بشم
[01:25:33.080 --> 01:25:35.620]  عاشق یک دست بشم
[01:25:35.620 --> 01:25:37.620]  بدون تو نیست بودم
[01:25:37.620 --> 01:25:40.680]  امشب میخوام مست بشم
[01:26:00.000 --> 01:26:06.540]  امشب من رو بردارم شور دارم گردارم
[01:26:06.540 --> 01:26:12.360]  امشب توی سینه دلی پشا برم بردارم
[01:26:12.360 --> 01:26:20.320]  امشب من رو بردارم شور دارم گردارم
[01:26:20.320 --> 01:26:26.140]  امشب توی سینه دلی پشا برم بردارم
[01:26:26.140 --> 01:26:31.900]  امشب میخوام مست بشم
[01:26:31.900 --> 01:26:34.400]  پاشده یک نست بشم
[01:26:34.400 --> 01:26:36.440]  بدون توی ریست بودم
[01:26:36.440 --> 01:26:39.400]  امشب میخوام مست بشم
[01:26:56.140 --> 01:27:25.140]  موسیقی
[01:27:26.140 --> 01:27:30.680]  امشب میخوام مست بشم
[01:27:30.680 --> 01:27:33.180]  عاشق یک نست بشم
[01:27:33.180 --> 01:27:35.240]  بدون تو ریست بودم
[01:27:35.240 --> 01:27:37.900]  امشب میخوام پست بشم
[01:27:37.900 --> 01:27:42.040]  یه جون نقابلی هست
[01:27:42.040 --> 01:27:44.200]  از هر فدای تو بشه
[01:27:44.200 --> 01:27:46.820]  دیگه تزیر قدم ها
[01:27:46.820 --> 01:27:49.160]  که خواهی تو بشه
[01:27:56.140 --> 01:28:12.140]  موسیقی
[01:28:12.140 --> 01:28:42.120]  موسیقی در موسیقی درسته
[01:28:42.140 --> 01:29:07.140]  موسیقی
[01:29:07.140 --> 01:29:19.140]  موسیقی
[01:29:37.140 --> 01:29:59.140]  موسیقی
[01:30:00.000 --> 01:30:29.980]  موسیقی در مطب پزشکی
[01:30:30.000 --> 01:30:37.140]  باشه بی بیچارگی دارد
[01:30:37.140 --> 01:30:41.640]  و بیشمه باید بودارد
[01:30:41.640 --> 01:30:44.880]  باید بزشت از جامعه
[01:30:44.880 --> 01:30:49.400]  زندگی اشکالیگرست
[01:30:49.400 --> 01:30:52.660]  مدبری زندگی
[01:30:52.660 --> 01:30:56.240]  زنده بادا شخصی
[01:30:56.240 --> 01:30:58.640]  زنده بادی
[01:30:58.640 --> 01:31:14.980]  زندگی دور از وطن
[01:31:14.980 --> 01:31:18.140]  تقوی بلوه میدم
[01:31:28.640 --> 01:31:48.640]  موسیقی
[01:31:58.640 --> 01:32:08.640]  موسیقی
[01:32:08.640 --> 01:32:18.640]  موسیقی
[01:32:18.640 --> 01:32:47.640]  موسیقی
[01:32:48.640 --> 01:32:56.640]  آدم آبار گل ها بوی کاغر میدهد
[01:32:57.160 --> 01:33:03.660]  زندگی دور از وطن تبه هلا میرهد
[01:33:03.660 --> 01:33:13.780]  پیش چشم آدم آبار گل ها بوی کاغر میدهد
[01:33:13.780 --> 01:33:41.780]  موسیقی
[01:33:43.780 --> 01:34:13.760]  موسیقی در موسیقی درسته
[01:34:13.780 --> 01:34:31.780]  موسیقی
[01:34:31.780 --> 01:34:43.020]  زایران
[01:34:43.020 --> 01:34:48.820]  بسته خوردان
[01:34:48.820 --> 01:34:58.900]  هملا شان
[01:34:58.900 --> 01:35:00.000]  من هم
[01:35:00.000 --> 01:35:10.000]  موسیقی
[01:35:30.000 --> 01:35:32.000]  موسیقی
[01:36:00.000 --> 01:36:02.000]  برنامه از اینجا باید برداریم
[01:36:02.000 --> 01:36:04.000]  باید برداریم
[01:36:04.000 --> 01:36:06.000]  باید برداریم
[01:36:06.000 --> 01:36:08.000]  باید برداریم
[01:36:08.000 --> 01:36:10.000]  باید برداریم
[01:36:10.000 --> 01:36:12.000]  باید برداریم
[01:36:12.000 --> 01:36:14.000]  باید برداریم
[01:36:14.000 --> 01:36:16.000]  باید برداریم
[01:36:16.000 --> 01:36:18.000]  باید برداریم
[01:36:18.000 --> 01:36:20.000]  باید برداریم
[01:36:20.000 --> 01:36:22.000]  باید برداریم
[01:36:22.000 --> 01:36:24.000]  باید برداریم
[01:36:24.000 --> 01:36:26.000]  باید برداریم
[01:36:26.000 --> 01:36:28.000]  باید برداریم
[01:36:28.000 --> 01:36:30.000]  مرسی ممنون گربن خودم
[01:36:58.000 --> 01:37:00.000]  برنامه در اینجا باید برداریم
[01:37:00.000 --> 01:37:02.000]  برنامه در اینجا باید برداریم
[01:37:02.000 --> 01:37:04.000]  برنامه در اینجا باید برداریم
[01:37:04.000 --> 01:37:06.000]  برنامه در اینجا باید برداریم
[01:37:06.000 --> 01:37:08.000]  برنامه در اینجا باید برداریم
[01:37:08.000 --> 01:37:10.000]  برنامه در اینجا باید برداریم
[01:37:10.000 --> 01:37:12.000]  برنامه در اینجا باید برداریم
[01:37:12.000 --> 01:37:14.000]  برنامه در اینجا باید برداریم
[01:37:14.000 --> 01:37:16.000]  برنامه در اینجا باید برداریم
[01:37:16.000 --> 01:37:45.000]  موسیقی
[01:37:46.000 --> 01:37:48.000]  موسیقی
[01:38:16.000 --> 01:38:28.000]  موسیقی
[01:38:46.000 --> 01:38:51.320]  سلام سلام
[01:38:51.320 --> 01:38:52.780]  شما رو دکتر فرستده
[01:38:52.780 --> 01:38:55.200]  همین گفت که تو دارو خانه بذارید
[01:38:55.200 --> 01:38:56.540]  چون اسانسور خرابه
[01:38:56.540 --> 01:38:58.540]  تو دارو خانه بذارید
[01:39:28.540 --> 01:39:52.540]  موسیقی
[01:39:52.540 --> 01:39:53.220]  سلام
[01:39:53.220 --> 01:39:59.980]  بیماری کنید.
[01:40:00.000 --> 01:40:20.000]  موسیقی
[01:40:30.000 --> 01:40:32.000]  موسیقی
[01:41:00.000 --> 01:41:17.000]  موسیقی
[01:41:17.000 --> 01:41:19.000]  سلام
[01:41:47.000 --> 01:42:16.000]  موسیقی
[01:42:16.000 --> 01:42:18.000]  برشت باری جلو مانده
[01:42:18.000 --> 01:42:20.000]  سلام
[01:42:46.000 --> 01:42:54.000]  موسیقی
[01:43:16.000 --> 01:43:18.000]  چیز باشی؟
[01:43:18.000 --> 01:43:20.000]  برقم یاسته قبل چایی
[01:43:20.000 --> 01:43:22.000]  باشی
[01:43:22.000 --> 01:43:24.000]  بفرما
[01:43:24.000 --> 01:43:26.000]  سلام خوبستی
[01:43:26.000 --> 01:43:28.000]  چی شده با جو؟
[01:43:28.000 --> 01:43:30.000]  این از دیروز همه چیز سرفه میکنه
[01:43:30.000 --> 01:43:32.000]  برگتونو بزن کنی؟
[01:43:32.000 --> 01:43:34.000]  از دیروز سرفه میزنه
[01:43:34.000 --> 01:43:36.000]  بی حال
[01:43:36.000 --> 01:43:38.000]  سرفه که نخواهی
[01:43:38.000 --> 01:43:40.000]  سمبوکن نمایی
[01:43:40.000 --> 01:43:42.000]  سرفه داره دیگه
[01:43:42.000 --> 01:43:44.000]  برگتونو بزن کنی؟
[01:43:44.000 --> 01:43:46.000]  بیهالی و تب و صرفه
[01:43:46.000 --> 01:43:48.000]  تاپه اینجا کنه
[01:43:48.000 --> 01:43:50.000]  چند؟
[01:43:50.000 --> 01:43:52.000]  دو نفر بیزن با مریض باشن
[01:43:52.000 --> 01:43:54.000]  این درم بیزن ببندی؟
[01:43:54.000 --> 01:43:56.000]  بیزن
[01:43:56.000 --> 01:43:58.000]  برگر رو بیرونشت
[01:43:58.000 --> 01:44:00.000]  برگر رو بیرونشت
[01:44:00.000 --> 01:44:02.000]  برگر رو بیرونشت
[01:44:02.000 --> 01:44:04.000]  برگر رو بیرونشت
[01:44:04.000 --> 01:44:06.000]  برگر رو بیرونشت
[01:44:06.000 --> 01:44:08.000]  برگر رو بیرونشت
[01:44:08.000 --> 01:44:10.000]  برگر رو بیرونشت
[01:44:10.000 --> 01:44:12.000]  برگر رو بیرونشت
[01:44:12.000 --> 01:44:14.000]  بیخاله؟
[01:44:14.000 --> 01:44:16.000]  ادرارش هم نکرده
[01:44:16.000 --> 01:44:18.000]  ادرار هم نکرده، از که ادرار نکرده؟
[01:44:18.000 --> 01:44:20.000]  از سال دیدی سال
[01:44:20.000 --> 01:44:22.000]  چند ماهشه؟
[01:44:22.000 --> 01:44:24.000]  چند ماهشه باید
[01:44:24.000 --> 01:44:26.000]  ها؟
[01:44:26.000 --> 01:44:28.000]  مخشش مخشده
[01:44:28.000 --> 01:44:30.000]  طب سیاد بوده؟
[01:44:30.000 --> 01:44:32.000]  نه همینجوری مثلا
[01:44:32.000 --> 01:44:34.000]  دارو خوردنی چی جوریه؟
[01:44:34.000 --> 01:44:36.000]  نه از دیروز شیر رو نصر نمو خوردم
[01:44:36.000 --> 01:44:38.000]  نه دارو؟
[01:44:38.000 --> 01:44:40.000]  داروش مفرد
[01:44:40.000 --> 01:44:44.000]  اگر خیلی بد داروید یکی دو تنبول میدیسن
[01:44:44.000 --> 01:44:46.000]  کجا میشینی؟
[01:44:46.000 --> 01:44:48.000]  شهرت شده امورتی باشه
[01:44:48.000 --> 01:44:50.000]  شهرت میدیش
[01:44:50.000 --> 01:44:52.000]  اگر دمکنه امورتی باشه باشه بچه بیاره
[01:44:52.000 --> 01:44:54.000]  اگر راه در دور یکی دو تنبول میدیسن
[01:44:54.000 --> 01:44:56.000]  بزرگ بینیسن بچه
[01:44:56.000 --> 01:44:58.000]  فاملتون؟
[01:44:58.000 --> 01:45:00.000]  کمالی؟
[01:45:00.000 --> 01:45:02.000]  چرا یه هوا اینجور شده؟
[01:45:02.000 --> 01:45:06.000]  افونته، ویروسه، یا از کسی گرفته یا از هوا اینا.
[01:45:06.000 --> 01:45:08.000]  همه روشنه، منوش سردی هم بشن.
[01:45:08.000 --> 01:45:11.000]  آره، گرم سرد بشین، این خدمت شما.
[01:45:11.000 --> 01:45:16.000]  همسایین بیشنن، داروها شو بگیریم بیاییم.
[01:45:16.000 --> 01:45:18.000]  اون پول بزرگشت، بهتر نداریم شبهه شده.
[01:45:18.000 --> 01:45:20.000]  این شالله، بره نه، اون پول هم نشون.
[01:45:30.000 --> 01:45:32.000]  سلام
[01:45:32.000 --> 01:45:34.000]  سلام
[01:45:34.000 --> 01:45:36.000]  سلام
[01:45:36.000 --> 01:45:38.000]  سلام
[01:45:38.000 --> 01:45:40.000]  سلام
[01:45:40.000 --> 01:45:42.000]  سلام
[01:45:42.000 --> 01:45:44.000]  سلام
[01:45:44.000 --> 01:45:46.000]  سلام
[01:45:46.000 --> 01:45:48.000]  سلام
[01:45:48.000 --> 01:45:50.000]  سلام
[01:45:50.000 --> 01:45:52.000]  سلام
[01:45:52.000 --> 01:45:54.000]  سلام
[01:45:54.000 --> 01:45:56.000]  سلام
[01:45:56.000 --> 01:45:58.000]  سلام
[01:45:58.000 --> 01:46:00.000]  اینجا باز می کنه؟
[01:46:00.000 --> 01:46:02.000]  نه
[01:46:02.000 --> 01:46:04.000]  کد؟
[01:46:04.000 --> 01:46:06.000]  باید بگیرم
[01:46:06.000 --> 01:46:08.000]  باید بگیرم
[01:46:08.000 --> 01:46:10.000]  باید بگیرم
[01:46:10.000 --> 01:46:12.000]  باید بگیرم
[01:46:12.000 --> 01:46:14.000]  باید بگیرم
[01:46:14.000 --> 01:46:16.000]  باید بگیرم
[01:46:16.000 --> 01:46:18.000]  باید بگیرم
[01:46:18.000 --> 01:46:20.000]  باید بگیرم
[01:46:20.000 --> 01:46:22.000]  باید بگیرم
[01:46:22.000 --> 01:46:24.000]  باید بگیرم
[01:46:24.000 --> 01:46:26.000]  باید بگیرم
[01:46:26.000 --> 01:46:28.000]  ببینید نجام
[01:46:28.000 --> 01:46:32.000]  حالا من بگم می کنم یک درگیب بعدش کمتر شده بکنم
[01:46:32.000 --> 01:46:34.000]  این یکی خیلی باید داشت
[01:46:34.000 --> 01:46:36.000]  بنابراین یک درگیب کمتر شده
[01:46:36.000 --> 01:46:40.000]  خب، اینو نوشتم یک کنوش انجام بده
[01:46:40.000 --> 01:46:42.000]  جوابش بیاد من ده
[01:46:42.000 --> 01:46:44.000]  همینجا انجام بده؟
[01:46:44.000 --> 01:46:46.000]  بله بله، همین قومت داره، جهازشترم همینجا
[01:46:46.000 --> 01:46:48.000]  به منشین میگو
[01:46:48.000 --> 01:46:49.000]  جا؟
[01:46:49.000 --> 01:46:50.000]  حالا من انجام بده
[01:46:50.000 --> 01:46:52.000]  انجام بده؟ آره، جوابش بیاد من ده
[01:46:52.000 --> 01:46:54.000]  آه، خوش ممنون
[01:47:24.000 --> 01:47:49.000]  موسیقی
[01:47:49.000 --> 01:47:53.800]  خانسنگیم باید داروخان یه جایی نزدن که تو مثلا
[01:47:53.800 --> 01:47:58.000]  آره سلام خواد شما خوبه؟ سلامت بشین
[01:47:58.000 --> 01:48:01.000]  بفهمین سلام خواد شما خوبه؟ خانخان برخورد
[01:48:01.000 --> 01:48:02.000]  سلامت باشین
[01:48:02.000 --> 01:48:04.000]  خانسنگیم هم دیروز صرفه میخونه
[01:48:04.000 --> 01:48:05.000]  صرفه؟
[01:48:05.000 --> 01:48:07.000]  اشتراک میگه مکان بدنش گه هم
[01:48:07.000 --> 01:48:08.000]  یه طب خفیف
[01:48:08.000 --> 01:48:10.000]  بفهم خوش
[01:48:10.000 --> 01:48:11.000]  آویزه شده؟
[01:48:11.000 --> 01:48:13.000]  یه نوعی آویزه شده اینی هم داره
[01:48:13.000 --> 01:48:14.000]  خسر هم که
[01:48:14.000 --> 01:48:15.000]  خسر خسر سینه؟
[01:48:15.000 --> 01:48:17.000]  من کسی سه احساسم
