================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS
Source File : Session_Full_۲۰۲۶۰۸۰۸_۱۳۰۰۰۰.wav
Language    : fa
[00:12:22.000 --> 00:12:23.000]  مرسی
[00:12:23.000 --> 00:12:27.560]  خب همون چی هست آقای برگل و گزارون
[00:12:27.560 --> 00:12:30.760]  برگل و گزارون
[00:12:30.760 --> 00:12:32.760]  گرس هم داده بودم
[00:12:32.760 --> 00:12:35.600]  این آزمایش اولش بوده
[00:12:35.600 --> 00:12:38.600]  بالا بوده خیلی افتادی بوده خیلی بوده
[00:12:38.600 --> 00:12:40.600]  یه ماه شده یه خب ساروز
[00:12:40.600 --> 00:12:42.600]  بیسی روز بیشتر بیادیم
[00:12:42.600 --> 00:12:45.600]  امروز روز روز بیستر بیادیم
[00:12:45.600 --> 00:12:47.600]  خب
[00:12:47.600 --> 00:12:50.600]  شه بردنش خوبه؟
[00:12:50.600 --> 00:12:51.600]  آمدونم
[00:12:51.600 --> 00:12:53.600]  چکمش بکار میکنه؟
[00:12:53.600 --> 00:12:55.600]  نه چکمش بکار میکنه
[00:13:07.600 --> 00:13:09.600]  اینو من یک آزمایش میلیسم
[00:13:09.600 --> 00:13:11.600]  چکمش با این آزمایش بکار رو باهم بیاری
[00:13:11.600 --> 00:13:13.600]  خوب
[00:13:17.600 --> 00:13:19.600]  این یاروش یک ترامب نیست
[00:13:19.600 --> 00:13:21.000]  حالا دارو رو قطع نکن
[00:13:21.000 --> 00:13:22.460]  تا من نگفتم قطع نکن
[00:13:22.860 --> 00:13:23.860]  اما یکی
[00:13:25.240 --> 00:13:27.300]  امروز میداریم باز فردا نصفه بخواستیم
[00:13:27.300 --> 00:13:27.800]  بگیریم
[00:13:28.260 --> 00:13:30.000]  همون روشی بخواستم رو بگیریم
[00:13:32.300 --> 00:13:34.000]  همین آزمایشکاری که آزمایش کردی
[00:13:34.000 --> 00:13:35.200]  همین آزمایشکاری
[00:13:35.600 --> 00:13:36.700]  اینجا با نیست داریم
[00:13:36.700 --> 00:13:37.400]  کجا؟
[00:13:37.860 --> 00:13:39.600]  اینجا برای اون نقبه باشیم
[00:13:39.800 --> 00:13:41.140]  نه همین بحاری بود
[00:13:41.500 --> 00:13:42.300]  نیست داریم
[00:13:42.300 --> 00:13:43.200]  نیست نیست نیست
[00:13:43.200 --> 00:13:43.900]  هست کردن؟
[00:13:43.900 --> 00:13:46.900]  نه رفتم اون نمونگی رو بچین گذاریم
[00:13:46.900 --> 00:13:49.900]  طلاحا ببین این آزمایی 50 دلگه
[00:13:49.900 --> 00:13:52.900]  از این موشینی بیمونش بگیرم
[00:13:52.900 --> 00:13:55.900]  سخت کنم بیمونیم دیگه آره یا آزادیم؟
[00:13:55.900 --> 00:13:56.900]  آزاد
[00:13:56.900 --> 00:13:58.900]  آره باشیم بیمونیم بگیرم
[00:14:01.900 --> 00:14:03.900]  آقای مصنعه میاره؟
[00:14:03.900 --> 00:14:04.900]  نه
[00:14:04.900 --> 00:14:05.900]  بگیر جا
[00:14:08.900 --> 00:14:09.900]  این خدمت شما
[00:14:09.900 --> 00:14:10.900]  مرسی
[00:14:10.900 --> 00:14:11.900]  خوشی کن
[00:14:11.900 --> 00:14:15.900]  باید اونجا تا آزمایش بچه رو بیارم اونجا بچه نمیخواد
[00:14:15.900 --> 00:14:17.900]  بچه نمیخواد هر دوتا آزمایش رو بیارم
[00:14:17.900 --> 00:14:19.900]  درم بیرونم
[00:14:41.900 --> 00:15:11.880]  موسیقی در موسیقی دیگر
[00:15:00.000 --> 00:15:30.000]  مدیشه بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیشتر بیش
[00:15:30.000 --> 00:15:40.000]  موسیقی
[00:16:00.000 --> 00:16:29.980]  موسیقی در موسیقی
[00:16:30.000 --> 00:16:59.980]  موسیقی در موسیقی
[00:17:00.000 --> 00:17:29.980]  موسیقی در موسیقی درسته
[00:17:30.000 --> 00:17:59.980]  موسیقی در موسیقی دیگر
[00:18:00.000 --> 00:18:29.980]  موسیقی در موسیقی دیگر
[00:18:30.000 --> 00:18:59.980]  موسیقی در موسیقی
[00:19:00.000 --> 00:19:29.980]  موسیقی در موسیقی
[00:19:30.000 --> 00:19:59.980]  موسیقی در موسیقی
[00:20:00.000 --> 00:20:29.980]  موسیقی در مطب پزشکی
[00:20:30.000 --> 00:20:44.000]  موسیقی
[00:21:00.000 --> 00:21:05.000]  گوش بخونید یکی دوازدر ساعتی دوباره هم هشت ساعت دوباره
[00:21:05.000 --> 00:21:06.000]  خدا خوشید
[00:21:06.000 --> 00:21:07.000]  سلام
[00:21:07.000 --> 00:21:08.000]  بفهمید جانستان
[00:21:08.000 --> 00:21:09.000]  خوشید
[00:21:09.000 --> 00:21:10.000]  بفهمید
[00:21:10.000 --> 00:21:13.000]  بخشید بنابراین خانم بیری بعد بفهمید آنش
[00:21:13.000 --> 00:21:14.000]  بسیار
[00:21:14.000 --> 00:21:15.000]  برام
[00:21:15.000 --> 00:21:20.000]  دوستان تقریبا چهار پنج اصلا بیدم تنها برنش در آقای تب دارم
[00:21:20.000 --> 00:21:22.000]  تب کرده غیر از تب چی؟
[00:21:22.000 --> 00:21:25.000]  بینیش که کمکیم شد
[00:21:25.000 --> 00:21:27.000]  گرفتگی بینیر تب دیگه؟
[00:21:27.000 --> 00:21:28.000]  دیگه؟
[00:21:28.000 --> 00:21:31.480]  دیگه درون گرم تو صوفه داشتی؟ صوفه زیاد پرداشت
[00:21:31.480 --> 00:21:32.480]  بعد شما چه باشه؟
[00:21:32.480 --> 00:21:35.480]  باشه، کلو درتم داری همون جون؟
[00:21:35.480 --> 00:21:36.640]  داری
[00:21:36.640 --> 00:21:38.240]  داری یا نه؟
[00:21:38.240 --> 00:21:38.480]  نه
[00:21:38.480 --> 00:21:40.480]  من نگاه کن من اسمی چی؟
[00:21:41.240 --> 00:21:42.000]  من
[00:21:42.000 --> 00:21:42.480]  من نگاه کن من
[00:21:42.480 --> 00:21:43.860]  ببین چشما تو چشمایی بید
[00:21:43.860 --> 00:21:45.860]  آفرین، خجالت نکشن
[00:21:45.860 --> 00:21:46.220]  خوب
[00:21:46.220 --> 00:21:48.900]  اسمی چی همون جون؟
[00:21:48.900 --> 00:21:49.480]  چی؟
[00:21:49.480 --> 00:21:49.980]  جانا
[00:21:49.980 --> 00:21:51.480]  جانا؟
[00:21:51.480 --> 00:21:54.140]  چه اسمه قشنگی، خیلی هم خوشکل و نازی
[00:21:54.140 --> 00:21:55.180]  خب
[00:21:55.180 --> 00:21:57.180]  کمی درک می کنم جون؟
[00:21:57.180 --> 00:21:58.180]  نه
[00:21:58.180 --> 00:22:01.180]  آفنگ سداش هم بشنگ خوب هم داره حرف می زنه
[00:22:01.180 --> 00:22:02.180]  خوب
[00:22:02.180 --> 00:22:03.180]  بعضی موقع
[00:22:03.180 --> 00:22:05.180]  صرفه اینا می زنی؟
[00:22:05.180 --> 00:22:06.180]  نه
[00:22:06.180 --> 00:22:08.180]  بعضی موقع یه صرفه هم می زن
[00:22:08.180 --> 00:22:10.180]  حالا میره پیش من دونجا
[00:22:10.180 --> 00:22:12.180]  اشترک دوست داره
[00:22:12.180 --> 00:22:14.180]  خودشم خانونه دکتر می شید
[00:22:14.180 --> 00:22:15.180]  دوست داری؟
[00:22:15.180 --> 00:22:16.180]  نه بله نه نه
[00:22:16.180 --> 00:22:18.180]  چی؟
[00:22:18.180 --> 00:22:19.180]  چی؟
[00:22:19.180 --> 00:22:21.180]  دکتر فیزیش ایگونا؟
[00:22:21.180 --> 00:22:23.180]  نه دانه دیشتر
[00:22:23.180 --> 00:22:24.180]  دانه؟
[00:22:24.180 --> 00:22:27.180]  دانپیزش که ایواناتن خیلی خوبه
[00:22:27.180 --> 00:22:33.180]  خوب؟ انشالله دوست ایوانات خوب بشن
[00:22:33.180 --> 00:22:36.180]  آره؟ بندفرد دانپیزش بشین اونها رو خوب کنین
[00:22:36.180 --> 00:22:39.180]  خیلی احساساتی و بادری هست
[00:22:39.180 --> 00:22:44.180]  خوب نفس خیلی؟ خوب نفس
[00:22:44.180 --> 00:22:48.180]  نفس؟ احسن نفس
[00:22:48.180 --> 00:22:50.180]  نفس خیلی عالی
[00:22:50.180 --> 00:22:55.180]  خانم دکتر باکزه اشتناتی آسکون
[00:22:55.180 --> 00:22:59.180]  خیلی عادی
[00:22:59.180 --> 00:23:01.180]  از اینکه اشتناتی سفیده
[00:23:01.180 --> 00:23:03.180]  از اینکه اشتناتی نداره
[00:23:03.180 --> 00:23:05.180]  دارو هم مردم خوب میخوره
[00:23:05.180 --> 00:23:08.180]  چون بچه اینجوروی تو بایینه هم کاریش موره
[00:23:08.180 --> 00:23:10.180]  از دارو خوب میخورم
[00:23:10.180 --> 00:23:12.180]  شبیه ببین شمای دکتر
[00:23:12.180 --> 00:23:14.180]  آفرین
[00:23:14.180 --> 00:23:16.180]  من هم آنکل درش نیمیدی کم
[00:23:16.180 --> 00:23:18.180]  ولی دارو هم تو خوبه
[00:23:18.180 --> 00:23:23.180]  این شیاط سمیتی 325 زن هست
[00:23:23.180 --> 00:23:28.180]  زیاد بوده 325 یک نصفی شما داشت
[00:23:28.180 --> 00:23:32.180]  دکتر دکتور فناک
[00:23:32.180 --> 00:23:36.180]  دکتور فناک انجام نصف تا کامل هم میشه بودش
[00:23:36.180 --> 00:23:41.180]  خب این درخواه میری افراد ویروسیه خب
[00:23:41.180 --> 00:23:46.180]  قصد تنواعی سات برگرد صد و تقریباً 20 خیلی همونیه
[00:23:46.180 --> 00:23:49.940]  میره که الان تو باید باباش کلورا میره هست و میره بابا مرسی میده
[00:23:49.940 --> 00:23:53.420]  بله خب دیگه این دیگه من نمیدونم چی کنم
[00:23:53.420 --> 00:23:54.580]  من از اون رو نمیدونم
[00:23:54.580 --> 00:23:58.240]  خب باباش کلورا میره باید یه هفته ایزوله بشه
[00:23:58.240 --> 00:23:58.840]  که نمیشه
[00:23:58.840 --> 00:24:00.500]  نمیشه درسته خب
[00:24:00.500 --> 00:24:08.220]  خانم میری اگه علاقه میجدیدی ببینید که بیا
[00:24:08.220 --> 00:24:12.340]  بیا مراجعه داشته باشید
[00:24:12.340 --> 00:24:12.900]  خب
[00:24:12.900 --> 00:24:14.280]  دارو نمیدونم
[00:24:14.280 --> 00:24:17.480]  بله چرا دارو میدی؟ چی ها دیگروفن هست که نام داری؟
[00:24:17.480 --> 00:24:19.080]  دیگروفن 50 دارم
[00:24:19.080 --> 00:24:20.080]  خب خوبه
[00:24:20.080 --> 00:24:24.480]  دو سه تا شربت براش نوشتن بیا و من بهتون توش کنم
[00:24:24.480 --> 00:24:26.280]  اصلا اینها کشکنن توش هست؟
[00:24:26.280 --> 00:24:29.480]  بله اویترو مایسین هست خوش کننده شی
[00:24:29.480 --> 00:24:33.480]  گروفن هم برای طبش نوشتن با میده پر بشیم
[00:24:33.480 --> 00:24:34.480]  چشم هست
[00:24:34.480 --> 00:24:37.080]  خدمت شما بیا نام امالت دست راسته
[00:24:37.080 --> 00:24:39.280]  نیازه اینست بیارم ببینی که اینها درست هستن
[00:24:39.280 --> 00:25:00.000]  اوه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیلی خوبه، خیل
[00:25:00.000 --> 00:25:30.000]  بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخوانده بیمار، بخو
[00:25:30.000 --> 00:25:32.000]  نارایتی چی هست؟
[00:25:32.000 --> 00:25:34.000]  سه ماهه
[00:25:34.000 --> 00:25:36.000]  چه رایی میداره؟
[00:25:36.000 --> 00:25:38.000]  جنگه
[00:25:38.000 --> 00:25:40.000]  گلتگی بینی
[00:25:40.000 --> 00:25:42.000]  صرفه
[00:25:42.000 --> 00:25:44.000]  طب اینا چی؟
[00:25:44.000 --> 00:25:46.000]  طب زیاد یا کم؟
[00:25:46.000 --> 00:25:48.000]  طب زیاد نیست
[00:25:48.000 --> 00:25:50.000]  سنی چقدر؟
[00:25:50.000 --> 00:25:52.000]  یک ماهه
[00:25:52.000 --> 00:25:54.000]  یک ماهه رو تق بذار
[00:26:00.000 --> 00:26:10.000]  موسیقی
[00:26:30.000 --> 00:27:00.000]  از اینجا باید بردارید که از اینجا باید بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینجا بردارید که از اینج
[00:27:00.000 --> 00:27:02.000]  دیگه بود که یکی همون کنه زیاد رو نکنه
[00:27:02.000 --> 00:27:03.500]  این نفت هم داره
[00:27:03.500 --> 00:27:05.500]  بادش یکمی سیاده
[00:27:05.500 --> 00:27:07.500]  از دیگه شما باده
[00:27:30.000 --> 00:28:00.000]  این هایی که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید ک
[00:28:00.000 --> 00:28:02.000]  خواستین از شروعش نشین
[00:28:02.000 --> 00:28:04.000]  خواهش میکنم
[00:28:22.000 --> 00:28:24.000]  بخواهم سلام ها چون هم خوبه؟
[00:28:24.000 --> 00:28:26.000]  خوش آمدید سلام
[00:28:26.000 --> 00:28:28.000]  خوبه ازش میکنم
[00:28:28.000 --> 00:28:30.000]  کنید
[00:28:30.000 --> 00:28:32.000]  کانون خواجه چی شده؟
[00:28:32.000 --> 00:28:34.000]  مویتی
[00:28:34.000 --> 00:28:36.000]  درست شو بزنیم من
[00:28:36.000 --> 00:28:38.000]  درست شما بفردید
[00:28:38.000 --> 00:28:42.000]  خب این شربت روزی سه بار
[00:28:42.000 --> 00:28:44.000]  این برای خوابشه
[00:28:44.000 --> 00:28:46.000]  دارو دیگه نمیشه بودیم؟
[00:28:46.000 --> 00:28:48.000]  آنکولشو زدم؟
[00:28:48.000 --> 00:28:50.000]  نه
[00:28:50.000 --> 00:28:52.000]  یه شربت دیگه هم راشت بکنم
[00:28:52.000 --> 00:28:59.000]  یک شربتش رو نداده کدام جارو خوانه؟
[00:28:59.000 --> 00:29:11.000]  یک شربتش رو نداده؟
[00:29:11.000 --> 00:29:23.760]  همین ها بودن دیگره
[00:29:41.000 --> 00:29:49.000]  موسیقی
[00:29:49.000 --> 00:30:00.000]  موسیقی
[00:30:00.000 --> 00:30:05.000]  این دکتر که به شما گفتم زن بزن، اینا حواستشون جمع نیست.
[00:30:07.000 --> 00:30:09.000]  چند بار بهشون تذکر داریم مثلا؟
[00:30:20.000 --> 00:30:23.000]  علیه السلام دوست دوست جان، خوبی؟ بخیر.
[00:30:23.000 --> 00:30:28.000]  دکتور ما هفته یک عدس دسته مورد این نسلکی شد مهم خب
[00:30:28.000 --> 00:30:32.000]  داروار اشتباه یا مثلا کم و زیاد میذاشتن اینا خب
